unix_ts	node	sender	frame_seqn	seqn
1580926351.724	51	cb1f	25	25
1580926351.725	51	cb1f	26	26
1580926351.733	51	cb1f	27	27
1580926351.739	51	cb1f	28	28
1580926351.741	51	cb1f	29	29
1580926351.748	51	cb1f	30	30
1580926351.755	51	cb1f	31	31
1580926351.756	51	cb1f	32	32
1580926351.763	51	cb1f	33	33
1580926351.77	51	cb1f	34	34
1580926351.772	51	cb1f	35	35
1580926351.779	51	cb1f	36	36
1580926351.784	51	cb1f	37	37
1580926351.786	51	cb1f	38	38
1580926351.794	51	cb1f	39	39
1580926351.8	51	cb1f	40	40
1580926351.801	51	cb1f	41	41
1580926351.808	51	cb1f	42	42
1580926351.814	51	cb1f	43	43
1580926351.816	51	cb1f	44	44
1580926351.822	51	cb1f	45	45
1580926351.829	51	cb1f	46	46
1580926351.83	51	cb1f	47	47
1580926351.838	51	cb1f	48	48
1580926351.854	51	cb1f	49	49
1580926351.859	51	cb1f	50	50
1580926351.859	51	cb1f	51	51
1580926351.863	51	cb1f	52	52
1580926351.867	51	cb1f	53	53
1580926351.87	51	cb1f	54	54
1580926351.875	51	cb1f	55	55
1580926351.876	51	cb1f	56	56
1580926351.883	51	cb1f	57	57
1580926351.89	51	cb1f	58	58
1580926351.891	51	cb1f	59	59
1580926351.898	51	cb1f	60	60
1580926351.905	51	cb1f	61	61
1580926351.906	51	cb1f	62	62
1580926351.913	51	cb1f	63	63
1580926351.919	51	cb1f	64	64
1580926351.921	51	cb1f	65	65
1580926351.927	51	cb1f	66	66
1580926351.934	51	cb1f	67	67
1580926351.936	51	cb1f	68	68
1580926351.943	51	cb1f	69	69
1580926351.949	51	cb1f	70	70
1580926351.951	51	cb1f	71	71
1580926351.958	51	cb1f	72	72
1580926351.964	51	cb1f	73	73
1580926351.967	51	cb1f	74	74
1580926351.973	51	cb1f	75	75
1580926351.979	51	cb1f	76	76
1580926351.982	51	cb1f	77	77
1580926351.987	51	cb1f	78	78
1580926351.994	51	cb1f	79	79
1580926351.996	51	cb1f	80	80
1580926352.003	51	cb1f	81	81
1580926352.009	51	cb1f	82	82
1580926352.011	51	cb1f	83	83
1580926352.017	51	cb1f	84	84
1580926352.023	51	cb1f	85	85
1580926352.025	51	cb1f	86	86
1580926352.032	51	cb1f	87	87
1580926352.038	51	cb1f	88	88
1580926352.041	51	cb1f	89	89
1580926352.047	51	cb1f	90	90
1580926352.054	51	cb1f	91	91
1580926352.056	51	cb1f	92	92
1580926352.063	51	cb1f	93	93
1580926352.069	51	cb1f	94	94
1580926352.072	51	cb1f	95	95
1580926352.078	51	cb1f	96	96
1580926352.084	51	cb1f	97	97
1580926352.086	51	cb1f	98	98
1580926352.1	51	cb1f	99	99
1580926353.603	52	c222	0	0
1580926353.603	52	c222	1	1
1580926353.612	52	c222	2	2
1580926353.616	52	c222	3	3
1580926353.622	52	c222	4	4
1580926353.624	52	c222	5	5
1580926353.63	52	c222	6	6
1580926353.633	52	c222	7	7
1580926353.639	52	c222	8	8
1580926353.647	52	c222	9	9
1580926353.648	52	c222	10	10
1580926353.655	52	c222	11	11
1580926353.66	52	c222	12	12
1580926353.664	52	c222	13	13
1580926353.668	52	c222	14	14
1580926353.676	52	c222	15	15
1580926353.681	52	c222	16	16
1580926353.684	52	c222	17	17
1580926353.691	52	c222	18	18
1580926353.693	52	c222	19	19
1580926353.699	52	c222	20	20
1580926353.705	52	c222	21	21
1580926353.708	52	c222	22	22
1580926353.714	52	c222	23	23
1580926353.721	52	c222	24	24
1580926353.724	52	c222	25	25
1580926353.729	52	c222	26	26
1580926353.735	52	c222	27	27
1580926353.738	52	c222	28	28
1580926353.744	52	c222	29	29
1580926353.751	52	c222	30	30
1580926353.754	52	c222	31	31
1580926353.76	52	c222	32	32
1580926353.765	52	c222	33	33
1580926353.771	52	c222	34	34
1580926353.777	52	c222	35	35
1580926353.781	52	c222	36	36
1580926353.786	52	c222	37	37
1580926353.789	52	c222	38	38
1580926353.796	52	c222	39	39
1580926353.798	52	c222	40	40
1580926353.805	52	c222	41	41
1580926353.81	52	c222	42	42
1580926353.816	52	c222	43	43
1580926353.818	52	c222	44	44
1580926353.826	52	c222	45	45
1580926353.831	52	c222	46	46
1580926353.834	52	c222	47	47
1580926353.841	52	c222	48	48
1580926353.852	52	c222	49	49
1580926353.856	52	c222	50	50
1580926353.861	52	c222	51	51
1580926353.866	52	c222	52	52
1580926353.869	52	c222	53	53
1580926353.873	52	c222	54	54
1580926353.878	52	c222	55	55
1580926353.881	52	c222	56	56
1580926353.885	52	c222	57	57
1580926353.888	52	c222	58	58
1580926353.894	52	c222	59	59
1580926353.901	52	c222	60	60
1580926353.904	52	c222	61	61
1580926353.91	52	c222	62	62
1580926353.915	52	c222	63	63
1580926353.918	52	c222	64	64
1580926353.924	52	c222	65	65
1580926353.93	52	c222	66	66
1580926353.94	52	c222	67	67
1580926353.945	52	c222	68	68
1580926353.949	52	c222	69	69
1580926353.952	52	c222	70	70
1580926353.955	52	c222	71	71
1580926353.96	52	c222	72	72
1580926353.964	52	c222	73	73
1580926353.968	52	c222	74	74
1580926353.976	52	c222	75	75
1580926353.98	52	c222	76	76
1580926353.984	52	c222	77	77
1580926353.99	52	c222	78	78
1580926353.994	52	c222	79	79
1580926353.999	52	c222	80	80
1580926354.005	52	c222	81	81
1580926354.01	52	c222	82	82
1580926354.013	52	c222	83	83
1580926354.02	52	c222	84	84
1580926354.023	52	c222	85	85
1580926354.029	52	c222	86	86
1580926354.035	52	c222	87	87
1580926354.038	52	c222	88	88
1580926354.044	52	c222	89	89
1580926354.051	52	c222	90	90
1580926354.053	52	c222	91	91
1580926354.06	52	c222	92	92
1580926354.065	52	c222	93	93
1580926354.07	52	c222	94	94
1580926354.074	52	c222	95	95
1580926354.08	52	c222	96	96
1580926354.083	52	c222	97	97
1580926354.089	52	c222	98	98
1580926354.103	52	c222	99	99
1580926355.611	53	9b8c	0	0
1580926355.619	53	9b8c	1	1
1580926355.623	53	9b8c	2	2
1580926355.626	53	9b8c	3	3
1580926355.631	53	9b8c	4	4
1580926355.639	53	9b8c	5	5
1580926355.64	53	9b8c	6	6
1580926355.648	53	9b8c	7	7
1580926355.655	53	9b8c	8	8
1580926355.656	53	9b8c	9	9
1580926355.663	53	9b8c	10	10
1580926355.668	53	9b8c	11	11
1580926355.671	53	9b8c	12	12
1580926355.676	53	9b8c	13	13
1580926355.683	53	9b8c	14	14
1580926355.686	53	9b8c	15	15
1580926355.692	53	9b8c	16	16
1580926355.699	53	9b8c	17	17
1580926355.701	53	9b8c	18	18
1580926355.707	53	9b8c	19	19
1580926355.716	53	9b8c	20	20
1580926355.718	53	9b8c	21	21
1580926355.724	53	9b8c	22	22
1580926355.73	53	9b8c	23	23
1580926355.732	53	9b8c	24	24
1580926355.739	53	9b8c	25	25
1580926355.744	53	9b8c	26	26
1580926355.746	53	9b8c	27	27
1580926355.752	53	9b8c	28	28
1580926355.76	53	9b8c	29	29
1580926355.761	53	9b8c	30	30
1580926355.768	53	9b8c	31	31
1580926355.773	53	9b8c	32	32
1580926355.776	53	9b8c	33	33
1580926355.782	53	9b8c	34	34
1580926355.789	53	9b8c	35	35
1580926355.791	53	9b8c	36	36
1580926355.797	53	9b8c	37	37
1580926355.804	53	9b8c	38	38
1580926355.806	53	9b8c	39	39
1580926355.813	53	9b8c	40	40
1580926355.818	53	9b8c	41	41
1580926355.822	53	9b8c	42	42
1580926355.826	53	9b8c	43	43
1580926355.833	53	9b8c	44	44
1580926355.835	53	9b8c	45	45
1580926355.851	53	9b8c	46	46
1580926355.856	53	9b8c	47	47
1580926355.856	53	9b8c	48	48
1580926355.861	53	9b8c	49	49
1580926355.865	53	9b8c	50	50
1580926355.869	53	9b8c	51	51
1580926355.874	53	9b8c	52	52
1580926355.88	53	9b8c	53	53
1580926355.882	53	9b8c	54	54
1580926355.887	53	9b8c	55	55
1580926355.894	53	9b8c	56	56
1580926355.896	53	9b8c	57	57
1580926355.902	53	9b8c	58	58
1580926355.911	53	9b8c	59	59
1580926355.912	53	9b8c	60	60
1580926355.918	53	9b8c	61	61
1580926355.923	53	9b8c	62	62
1580926355.926	53	9b8c	63	63
1580926355.931	53	9b8c	64	64
1580926355.939	53	9b8c	65	65
1580926355.94	53	9b8c	66	66
1580926355.947	53	9b8c	67	67
1580926355.955	53	9b8c	68	68
1580926355.956	53	9b8c	69	69
1580926355.965	53	9b8c	70	70
1580926355.971	53	9b8c	71	71
1580926355.972	53	9b8c	72	72
1580926355.979	53	9b8c	73	73
1580926355.984	53	9b8c	74	74
1580926355.986	53	9b8c	75	75
1580926355.992	53	9b8c	76	76
1580926355.999	53	9b8c	77	77
1580926356.001	53	9b8c	78	78
1580926356.008	53	9b8c	79	79
1580926356.015	53	9b8c	80	80
1580926356.016	53	9b8c	81	81
1580926356.023	53	9b8c	82	82
1580926356.027	53	9b8c	83	83
1580926356.031	53	9b8c	84	84
1580926356.036	53	9b8c	85	85
1580926356.044	53	9b8c	86	86
1580926356.046	53	9b8c	87	87
1580926356.052	53	9b8c	88	88
1580926356.06	53	9b8c	89	89
1580926356.061	53	9b8c	90	90
1580926356.068	53	9b8c	91	91
1580926356.072	53	9b8c	92	92
1580926356.077	53	9b8c	93	93
1580926356.081	53	9b8c	94	94
1580926356.088	53	9b8c	95	95
1580926356.09	53	9b8c	96	96
1580926356.104	53	9b8c	97	97
1580926356.109	53	9b8c	98	98
1580926356.112	53	9b8c	99	99
1580926357.623	54	1181	0	0
1580926357.629	54	1181	1	1
1580926357.63	54	1181	2	2
1580926357.636	54	1181	3	3
1580926357.643	54	1181	4	4
1580926357.644	54	1181	5	5
1580926357.654	54	1181	6	6
1580926357.66	54	1181	7	7
1580926357.66	54	1181	8	8
1580926357.668	54	1181	9	9
1580926357.673	54	1181	10	10
1580926357.675	54	1181	11	11
1580926357.681	54	1181	12	12
1580926357.688	54	1181	13	13
1580926357.689	54	1181	14	14
1580926357.697	54	1181	15	15
1580926357.704	54	1181	16	16
1580926357.705	54	1181	17	17
1580926357.712	54	1181	18	18
1580926357.719	54	1181	19	19
1580926357.72	54	1181	20	20
1580926357.727	54	1181	21	21
1580926357.733	54	1181	22	22
1580926357.736	54	1181	23	23
1580926357.742	54	1181	24	24
1580926357.748	54	1181	25	25
1580926357.75	54	1181	26	26
1580926357.756	54	1181	27	27
1580926357.764	54	1181	28	28
1580926357.765	54	1181	29	29
1580926357.772	54	1181	30	30
1580926357.777	54	1181	31	31
1580926357.78	54	1181	32	32
1580926357.786	54	1181	33	33
1580926357.794	54	1181	34	34
1580926357.795	54	1181	35	35
1580926357.803	54	1181	36	36
1580926357.809	54	1181	37	37
1580926357.81	54	1181	38	38
1580926357.817	54	1181	39	39
1580926357.823	54	1181	40	40
1580926357.825	54	1181	41	41
1580926357.831	54	1181	42	42
1580926357.838	54	1181	43	43
1580926357.84	54	1181	44	44
1580926357.855	54	1181	45	45
1580926357.861	54	1181	46	46
1580926357.861	54	1181	47	47
1580926357.867	54	1181	48	48
1580926357.871	54	1181	49	49
1580926357.874	54	1181	50	50
1580926357.88	54	1181	51	51
1580926357.884	54	1181	52	52
1580926357.886	54	1181	53	53
1580926357.891	54	1181	54	54
1580926357.898	54	1181	55	55
1580926357.9	54	1181	56	56
1580926357.906	54	1181	57	57
1580926357.914	54	1181	58	58
1580926357.915	54	1181	59	59
1580926357.922	54	1181	60	60
1580926357.928	54	1181	61	61
1580926357.93	54	1181	62	62
1580926357.936	54	1181	63	63
1580926357.943	54	1181	64	64
1580926357.944	54	1181	65	65
1580926357.951	54	1181	66	66
1580926357.958	54	1181	67	67
1580926357.96	54	1181	68	68
1580926357.968	54	1181	69	69
1580926357.973	54	1181	70	70
1580926357.975	54	1181	71	71
1580926357.981	54	1181	72	72
1580926357.988	54	1181	73	73
1580926357.99	54	1181	74	74
1580926357.996	54	1181	75	75
1580926358.003	54	1181	76	76
1580926358.005	54	1181	77	77
1580926358.012	54	1181	78	78
1580926358.019	54	1181	79	79
1580926358.02	54	1181	80	80
1580926358.027	54	1181	81	81
1580926358.032	54	1181	82	82
1580926358.035	54	1181	83	83
1580926358.041	54	1181	84	84
1580926358.048	54	1181	85	85
1580926358.05	54	1181	86	86
1580926358.057	54	1181	87	87
1580926358.064	54	1181	88	88
1580926358.065	54	1181	89	89
1580926358.072	54	1181	90	90
1580926358.078	54	1181	91	91
1580926358.08	54	1181	92	92
1580926358.086	54	1181	93	93
1580926358.101	54	1181	94	94
1580926358.104	54	1181	95	95
1580926358.104	54	1181	96	96
1580926358.114	54	1181	97	97
1580926358.117	54	1181	98	98
1580926358.121	54	1181	99	99
1580926359.634	56	0aa0	0	0
1580926359.636	56	0aa0	1	1
1580926359.643	56	0aa0	2	2
1580926359.65	56	0aa0	3	3
1580926359.651	56	0aa0	4	4
1580926359.659	56	0aa0	5	5
1580926359.665	56	0aa0	6	6
1580926359.667	56	0aa0	7	7
1580926359.673	56	0aa0	8	8
1580926359.679	56	0aa0	9	9
1580926359.681	56	0aa0	10	10
1580926359.689	56	0aa0	11	11
1580926359.695	56	0aa0	12	12
1580926359.696	56	0aa0	13	13
1580926359.704	56	0aa0	14	14
1580926359.71	56	0aa0	15	15
1580926359.712	56	0aa0	16	16
1580926359.718	56	0aa0	17	17
1580926359.724	56	0aa0	18	18
1580926359.731	56	0aa0	19	19
1580926359.733	56	0aa0	20	20
1580926359.74	56	0aa0	21	21
1580926359.741	56	0aa0	22	22
1580926359.749	56	0aa0	23	23
1580926359.755	56	0aa0	24	24
1580926359.757	56	0aa0	25	25
1580926359.766	56	0aa0	26	26
1580926359.769	56	0aa0	27	27
1580926359.773	56	0aa0	28	28
1580926359.777	56	0aa0	29	29
1580926359.784	56	0aa0	30	30
1580926359.786	56	0aa0	31	31
1580926359.793	56	0aa0	32	32
1580926359.8	56	0aa0	33	33
1580926359.801	56	0aa0	34	34
1580926359.809	56	0aa0	35	35
1580926359.814	56	0aa0	36	36
1580926359.817	56	0aa0	37	37
1580926359.822	56	0aa0	38	38
1580926359.829	56	0aa0	39	39
1580926359.831	56	0aa0	40	40
1580926359.837	56	0aa0	41	41
1580926359.853	56	0aa0	42	42
1580926359.856	56	0aa0	43	43
1580926359.857	56	0aa0	44	44
1580926359.861	56	0aa0	45	45
1580926359.864	56	0aa0	46	46
1580926359.869	56	0aa0	47	47
1580926359.875	56	0aa0	48	48
1580926359.879	56	0aa0	49	49
1580926359.883	56	0aa0	50	50
1580926359.89	56	0aa0	51	51
1580926359.891	56	0aa0	52	52
1580926359.899	56	0aa0	53	53
1580926359.905	56	0aa0	54	54
1580926359.907	56	0aa0	55	55
1580926359.914	56	0aa0	56	56
1580926359.919	56	0aa0	57	57
1580926359.922	56	0aa0	58	58
1580926359.928	56	0aa0	59	59
1580926359.934	56	0aa0	60	60
1580926359.936	56	0aa0	61	61
1580926359.943	56	0aa0	62	62
1580926359.95	56	0aa0	63	63
1580926359.951	56	0aa0	64	64
1580926359.96	56	0aa0	65	65
1580926359.964	56	0aa0	66	66
1580926359.967	56	0aa0	67	67
1580926359.972	56	0aa0	68	68
1580926359.979	56	0aa0	69	69
1580926359.981	56	0aa0	70	70
1580926359.988	56	0aa0	71	71
1580926359.995	56	0aa0	72	72
1580926359.997	56	0aa0	73	73
1580926360.004	56	0aa0	74	74
1580926360.01	56	0aa0	75	75
1580926360.012	56	0aa0	76	76
1580926360.019	56	0aa0	77	77
1580926360.024	56	0aa0	78	78
1580926360.028	56	0aa0	79	79
1580926360.032	56	0aa0	80	80
1580926360.04	56	0aa0	81	81
1580926360.041	56	0aa0	82	82
1580926360.048	56	0aa0	83	83
1580926360.055	56	0aa0	84	84
1580926360.057	56	0aa0	85	85
1580926360.065	56	0aa0	86	86
1580926360.068	56	0aa0	87	87
1580926360.076	56	0aa0	88	88
1580926360.077	56	0aa0	89	89
1580926360.087	56	0aa0	90	90
1580926360.092	56	0aa0	91	91
1580926360.092	56	0aa0	92	92
1580926360.102	56	0aa0	93	93
1580926360.105	56	0aa0	94	94
1580926360.11	56	0aa0	95	95
1580926360.113	56	0aa0	96	96
1580926360.119	56	0aa0	97	97
1580926360.122	56	0aa0	98	98
1580926360.129	56	0aa0	99	99
1580926361.643	57	531e	0	0
1580926361.648	57	531e	1	1
1580926361.655	57	531e	2	2
1580926361.657	57	531e	3	3
1580926361.663	57	531e	4	4
1580926361.67	57	531e	5	5
1580926361.672	57	531e	6	6
1580926361.679	57	531e	7	7
1580926361.685	57	531e	8	8
1580926361.688	57	531e	9	9
1580926361.695	57	531e	10	10
1580926361.7	57	531e	11	11
1580926361.703	57	531e	12	12
1580926361.708	57	531e	13	13
1580926361.716	57	531e	14	14
1580926361.718	57	531e	15	15
1580926361.724	57	531e	16	16
1580926361.73	57	531e	17	17
1580926361.733	57	531e	18	18
1580926361.739	57	531e	19	19
1580926361.745	57	531e	20	20
1580926361.749	57	531e	21	21
1580926361.753	57	531e	22	22
1580926361.759	57	531e	23	23
1580926361.762	57	531e	24	24
1580926361.768	57	531e	25	25
1580926361.775	57	531e	26	26
1580926361.777	57	531e	27	27
1580926361.784	57	531e	28	28
1580926361.79	57	531e	29	29
1580926361.793	57	531e	30	30
1580926361.798	57	531e	31	31
1580926361.805	57	531e	32	32
1580926361.807	57	531e	33	33
1580926361.813	57	531e	34	34
1580926361.82	57	531e	35	35
1580926361.822	57	531e	36	36
1580926361.829	57	531e	37	37
1580926361.836	57	531e	38	38
1580926361.838	57	531e	39	39
1580926361.851	57	531e	40	40
1580926361.855	57	531e	41	41
1580926361.86	57	531e	42	42
1580926361.862	57	531e	43	43
1580926361.867	57	531e	44	44
1580926361.868	57	531e	45	45
1580926361.874	57	531e	46	46
1580926361.88	57	531e	47	47
1580926361.883	57	531e	48	48
1580926361.89	57	531e	49	49
1580926361.895	57	531e	50	50
1580926361.898	57	531e	51	51
1580926361.903	57	531e	52	52
1580926361.91	57	531e	53	53
1580926361.912	57	531e	54	54
1580926361.918	57	531e	55	55
1580926361.926	57	531e	56	56
1580926361.927	57	531e	57	57
1580926361.934	57	531e	58	58
1580926361.94	57	531e	59	59
1580926361.943	57	531e	60	60
1580926361.948	57	531e	61	61
1580926361.955	57	531e	62	62
1580926361.957	57	531e	63	63
1580926361.963	57	531e	64	64
1580926361.97	57	531e	65	65
1580926361.972	57	531e	66	66
1580926361.979	57	531e	67	67
1580926361.985	57	531e	68	68
1580926361.988	57	531e	69	69
1580926361.994	57	531e	70	70
1580926362.0	57	531e	71	71
1580926362.003	57	531e	72	72
1580926362.008	57	531e	73	73
1580926362.015	57	531e	74	74
1580926362.017	57	531e	75	75
1580926362.024	57	531e	76	76
1580926362.03	57	531e	77	77
1580926362.032	57	531e	78	78
1580926362.039	57	531e	79	79
1580926362.046	57	531e	80	80
1580926362.048	57	531e	81	81
1580926362.053	57	531e	82	82
1580926362.059	57	531e	83	83
1580926362.062	57	531e	84	84
1580926362.068	57	531e	85	85
1580926362.075	57	531e	86	86
1580926362.077	57	531e	87	87
1580926362.084	57	531e	88	88
1580926362.091	57	531e	89	89
1580926362.101	57	531e	90	90
1580926362.104	57	531e	91	91
1580926362.108	57	531e	92	92
1580926362.11	57	531e	93	93
1580926362.113	57	531e	94	94
1580926362.12	57	531e	95	95
1580926362.122	57	531e	96	96
1580926362.129	57	531e	97	97
1580926362.135	57	531e	98	98
1580926362.138	57	531e	99	99
1580926363.655	62	1806	0	0
1580926363.66	62	1806	1	1
1580926363.664	62	1806	2	2
1580926363.668	62	1806	3	3
1580926363.675	62	1806	4	4
1580926363.676	62	1806	5	5
1580926363.683	62	1806	6	6
1580926363.69	62	1806	7	7
1580926363.692	62	1806	8	8
1580926363.699	62	1806	9	9
1580926363.705	62	1806	10	10
1580926363.707	62	1806	11	11
1580926363.715	62	1806	12	12
1580926363.719	62	1806	13	13
1580926363.723	62	1806	14	14
1580926363.728	62	1806	15	15
1580926363.734	62	1806	16	16
1580926363.737	62	1806	17	17
1580926363.744	62	1806	18	18
1580926363.75	62	1806	19	19
1580926363.752	62	1806	20	20
1580926363.759	62	1806	21	21
1580926363.764	62	1806	22	22
1580926363.768	62	1806	23	23
1580926363.772	62	1806	24	24
1580926363.78	62	1806	25	25
1580926363.782	62	1806	26	26
1580926363.789	62	1806	27	27
1580926363.794	62	1806	28	28
1580926363.797	62	1806	29	29
1580926363.804	62	1806	30	30
1580926363.81	62	1806	31	31
1580926363.813	62	1806	32	32
1580926363.817	62	1806	33	33
1580926363.825	62	1806	34	34
1580926363.827	62	1806	35	35
1580926363.833	62	1806	36	36
1580926363.84	62	1806	37	37
1580926363.842	62	1806	38	38
1580926363.852	62	1806	39	39
1580926363.857	62	1806	40	40
1580926363.862	62	1806	41	41
1580926363.865	62	1806	42	42
1580926363.869	62	1806	43	43
1580926363.875	62	1806	44	44
1580926363.88	62	1806	45	45
1580926363.885	62	1806	46	46
1580926363.887	62	1806	47	47
1580926363.893	62	1806	48	48
1580926363.9	62	1806	49	49
1580926363.902	62	1806	50	50
1580926363.909	62	1806	51	51
1580926363.915	62	1806	52	52
1580926363.918	62	1806	53	53
1580926363.923	62	1806	54	54
1580926363.93	62	1806	55	55
1580926363.931	62	1806	56	56
1580926363.938	62	1806	57	57
1580926363.945	62	1806	58	58
1580926363.947	62	1806	59	59
1580926363.954	62	1806	60	60
1580926363.959	62	1806	61	61
1580926363.963	62	1806	62	62
1580926363.968	62	1806	63	63
1580926363.975	62	1806	64	64
1580926363.977	62	1806	65	65
1580926363.983	62	1806	66	66
1580926363.99	62	1806	67	67
1580926363.992	62	1806	68	68
1580926363.999	62	1806	69	69
1580926364.005	62	1806	70	70
1580926364.007	62	1806	71	71
1580926364.015	62	1806	72	72
1580926364.02	62	1806	73	73
1580926364.023	62	1806	74	74
1580926364.028	62	1806	75	75
1580926364.035	62	1806	76	76
1580926364.037	62	1806	77	77
1580926364.043	62	1806	78	78
1580926364.05	62	1806	79	79
1580926364.052	62	1806	80	80
1580926364.059	62	1806	81	81
1580926364.064	62	1806	82	82
1580926364.068	62	1806	83	83
1580926364.073	62	1806	84	84
1580926364.08	62	1806	85	85
1580926364.081	62	1806	86	86
1580926364.088	62	1806	87	87
1580926364.102	62	1806	88	88
1580926364.104	62	1806	89	89
1580926364.105	62	1806	90	90
1580926364.108	62	1806	91	91
1580926364.112	62	1806	92	92
1580926364.117	62	1806	93	93
1580926364.124	62	1806	94	94
1580926364.126	62	1806	95	95
1580926364.132	62	1806	96	96
1580926364.139	62	1806	97	97
1580926364.141	62	1806	98	98
1580926364.148	62	1806	99	99
1580926365.662	63	ca3a	0	0
1580926365.664	63	ca3a	1	1
1580926365.671	63	ca3a	2	2
1580926365.677	63	ca3a	3	3
1580926365.679	63	ca3a	4	4
1580926365.686	63	ca3a	5	5
1580926365.692	63	ca3a	6	6
1580926365.695	63	ca3a	7	7
1580926365.7	63	ca3a	8	8
1580926365.707	63	ca3a	9	9
1580926365.709	63	ca3a	10	10
1580926365.715	63	ca3a	11	11
1580926365.722	63	ca3a	12	12
1580926365.724	63	ca3a	13	13
1580926365.731	63	ca3a	14	14
1580926365.738	63	ca3a	15	15
1580926365.739	63	ca3a	16	16
1580926365.747	63	ca3a	17	17
1580926365.752	63	ca3a	18	18
1580926365.755	63	ca3a	19	19
1580926365.761	63	ca3a	20	20
1580926365.767	63	ca3a	21	21
1580926365.768	63	ca3a	22	22
1580926365.776	63	ca3a	23	23
1580926365.782	63	ca3a	24	24
